Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Unnamed: 11,Unnamed: 12,content_features
95,Desa Wisata Sungai Code Jogja Kota,"Kampung Code berada di Kelurahan Kotabaru, Kecamatan Gondokusuman Kota Yogyakarta. Lokasi persisnya ada di RT 01/RW 01 di sebelah selatan jembatan Gondolayu di Jl Jenderal Sudirman atau di sebelah timur bantaran Kali Code yang membelah Kota Yogyakarta. Kampung Code terletak persis di bantaran Kali Code yang memanjang ke arah selatan dengan kontur tanah bertebing dari atas ke bawah. Di bagian atas yang mepet Jl Faridan M. Noto sebagian besar digunakan warga untuk usaha jasa/jual beli ban mobil. Sedangkan di bagian bawah menjadi tempat pemukiman warga. Kampung Code yang tadinya kampung biasa, menjelma menjadi sebuah karya seni berkat jasa seorang arsitek sekaligus pemuka agama katolik, Romo YB Manguwijaya.",Taman Hiburan,Yogyakarta,0,5.0,,"{'lat': -7.822908900000001, 'lng': 110.3756894}",-7.8229089,110.3756894,,95,desa wisata sungai code jogja kota taman hibur kampung code lurah kotabaru camat gondokusuman kota yogyakarta lokasi persis rt 01 rw 01 belah selatan jembatan gondolayu jl jenderal sudirman belah timur bantaran kali code belah kota yogyakarta kampung code letak persis di bantaran kali code panjang arah selatan kontur tanah tebing atas bawah di atas mepet jl faridan m noto bagi besar warga usaha jasa jual beli ban mobil sedang di bagi bawah jadi tempat mukim warga kampung code tadi kampung biasa jelma jadi buah karya seni berkat jasa orang arsitek sekaligus muka agama katolik romo yb manguwijaya
96,Alun Alun Selatan Yogyakarta,"Alun-alun Selatan atau yang sekarang lebih dikenal sebagai Alun-alun Kidul (Alkid) yaitu alun-alun yang terletak di sebelah selatan karaton Yogyakarta. Alun-alun ini berbentuk tanah lapang luas berpasir, dengan luas sekitar 160m x 160 m. Alun-alun ini dikelilingi pagar tembok batu bata setinggi 2,20 m, tebal pagar tembok 30 cm, sudah banyak yang runtuh dan rusak. Adapun pagar tembok yang dapat disaksikan sekarang adalah pagar tembok baru, yang dibangun oleh Sri Sultan Hamengkubuwono ke VII pada masa pemerintahannya tahun 1877 -1921 M.",Taman Hiburan,Yogyakarta,0,4.6,60.0,"{'lat': -7.8116719, 'lng': 110.363238}",-7.8116719,110.363238,,96,alun alun selatan yogyakarta taman hibur alun selatan sekarang lebih kenal bagai alun kidul alkid alun letak belah selatan karaton yogyakarta alun bentuk tanah lapang luas pasir luas 160m x 160 m alun keliling pagar tembok batu bata setinggi 2 20 m tebal pagar tembok 30 cm banyak runtuh rusak adapun pagar tembok dapat saksi sekarang pagar tembok baru yang bangun sri sultan hamengkubuwono vii masa perintah tahun 1877 -1921 m
97,Monumen Yogya Kembali,"Museum Monumen Yogya Kembali (bahasa Jawa: ꦩꦺꦴꦤꦸꦩꦺꦤ꧀​ꦪꦺꦴꦒꦾ​ꦏꦼꦩ꧀ꦧꦭꦶ, translit. Monumèn Yogya Kembali) biasa dikenal sebagai Monumen Jogja Kembali disingkat Monjali adalah sebuah museum sejarah perjuangan kemerdekaan Indonesia yang ada di Daerah Istimewa Yogyakarta dan dikelola oleh Kementerian Pariwisata dan Ekonomi Kreatif. Museum yang berada di bagian utara kota ini banyak dikunjungi oleh para pelajar dalam acara darmawisata.\n\nMuseum monumen dengan bentuk kerucut ini terdiri dari 3 lantai dan dilengkapi dengan ruang perpustakaan serta ruang serbaguna. Pada rana pintu masuk dituliskan sejumlah 422 nama pahlawan yang gugur di daerah Wehrkreise III (RIS) antara tanggal 19 Desember 1948 sampai dengan 29 Juni 1949. Dalam 4 ruang museum di lantai 1 terdapat benda-benda koleksi: relief, replika, foto, dokumen, heraldika, berbagai jenis senjata, bentuk evokatif dapur umum dalam suasana perang kemerdekaan 1945-1949. Tandu dan dokar (kereta kuda) yang pernah dipergunakan oleh Panglima Besar Jenderal Soedirman juga disimpan di sini (di ruang museum nomor 2). Monumen Yogya Kembali beralamat di Jl. Ring Road Utara, Kabupaten Sleman, Daerah Istimewa Yogyakarta.",Budaya,Yogyakarta,15000,4.5,30.0,"{'lat': -7.7495904, 'lng': 110.3696068}",-7.7495904,110.3696068,,97,monumen yogya budaya museum monumen yogya bahasa jawa translit monum n yogya biasa kenal bagai monumen jogja singkat monjali buah museum sejarah juang merdeka indonesia ada daerah istimewa yogyakarta kelola menteri pariwisata ekonomi kreatif museum ada bagi utara kota banyak kunjung para ajar acara darmawisata n nmuseum monumen bentuk kerucut diri 3 lantai lengkap ruang pustaka ruang serbaguna rana pintu masuk tulis jumlah 422 nama pahlawan gugur daerah wehrkreise iii ris tanggal 19 desember 1948 dengan 29 juni 1949 4 ruang museum lantai 1 benda koleksi relief replika foto dokumen heraldika bagai jenis senjata bentuk evokatif dapur umum suasana perang merdeka 1945-1949 tandu dokar kereta kuda pernah oleh panglima besar jenderal soedirman simpan sini ruang museum nomor 2 monumen yogya alamat jl ring road utara kabupaten sleman daerah istimewa yogyakarta
98,Taman Pelangi Yogyakarta,"Taman Pelangi Yogyakarta merupakan tempat wisata malam yang menampilkan warna-warni lampu lampion, sehingga terlihat seperti pelangi. Taman wisata ini terletak di Jalan Padjajaran (sebelumnya bernama Jalan Ring Road Utara), dan berada di lokasi Museum Monumen Yogya Kembali (Monumen Jogja Kembali) Yogyakarta. Taman Pelangi memiliki lebih dari 20 jenis permainan, 25 stand makan dan stand minum. Taman pelangi ini bisa dinikmati dari sore sampai malam, atau dari jam 17.00 sampai jam 23.00. Malam hari anda akan terasa lengkap dan sempurna di Taman Pelangi dengan banyaknya lampion yang menyala memberikan kesan yang menarik untuk menenangkan pikiran.",Taman Hiburan,Yogyakarta,15000,4.3,60.0,"{'lat': -7.7505259, 'lng': 110.3687049}",-7.7505259,110.3687049,,98,taman pelangi yogyakarta taman hibur taman pelangi yogyakarta rupa tempat wisata malam tampil warna-warni lampu lampion lihat pelangi taman wisata letak jalan padjajaran nama jalan ring road utara ada lokasi museum monumen yogya monumen jogja yogyakarta taman pelangi milik lebih 20 jenis main 25 stand makan stand minum taman pelangi bisa nikmat sore malam dari jam 17 00 jam 23 00 malam hari akan asa lengkap sempurna taman pelangi banyak lampion nyala beri kesan tarik tenang pikir
99,Kampung Wisata Kadipaten,Kampung Wisata Kadipaten secaara kewilayahan berada di Kelurahan Kadipaten Kecamatan Kraton. Keberadaannya juga berfungsi sebagai penyangga obyek wisata Kraton Kasultanan Yogyakarta. Sesuai dengan potensi yang ada Kampung Wisata Kadipaten kemudian mengangkat tema “Art and Heritage Turism” sebagai brandinngnya. Kawasan kampung wisata ini menjadi sangat unik dan spesifik karena disana banyak terdapat bangunan situs cagar busaya terutama bangunan Dalem Pangeran. Nama Kadipaten sendiri konon berasal dari nama kawasan yang disana banyak terdapat bangunan situs cagar budaya terutama bangunan Dalem Pangeran. Nama Kadipaten konon berasal dari nama kawasan yang disana banyak ditinggali oleh kerabat Kraton yang sekaligus sebagai pengagung Kraton.,Budaya,Yogyakarta,0,4.4,,"{'lat': -7.806093000000001, 'lng': 110.35831}",-7.806093,110.35831,,99,kampung wisata kadipaten budaya kampung wisata kadipaten secaara wilayah di lurah kadipaten camat kraton juga fungsi bagai sangga obyek wisata kraton kasultanan yogyakarta sesuai potensi ada kampung wisata kadipaten kemudian angkat tema art and heritage turism bagai brandinngnya kawasan kampung wisata jadi sangat unik spesifik sana banyak bangun situs cagar busaya utama bangun dalem pangeran nama kadipaten sendiri konon asal nama kawasan sana banyak bangun situs cagar budaya utama bangun dalem pangeran nama kadipaten konon asal nama kawasan sana banyak tinggal kerabat kraton sekaligus bagai agung kraton
100,Taman Budaya Yogyakarta,"Taman Budaya Yogyakarta (TBY) (Hanacaraka:ꦠꦩꦤ꧀​ꦧꦸꦢꦪ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, bahasa Jawa: Taman Budaya Ngayogyakarta) adalah sarana wisata yang terletak di Jalan Sri Wedani No 1, Yogyakarta. TBY memiliki kompleks gedung yang berfungsi sebagai tempat pameran, pertunjukan, dan berbagai kegiatan seni lainnya. TBY merupakan Unit Pelaksana Teknis Dinas (UPTD) pada Dinas Kebudayaan Provinsi Daerah Istimewa Yogyakarta. Fungsi dari TBY adalah sebagai pusat budaya termasuk di dalamnya pengembangan dan pengolahan pusat dokumentasi, etalase, dan informasi seni budaya dan pariwisata.",Budaya,Yogyakarta,0,4.5,210.0,"{'lat': -7.8001041, 'lng': 110.3676579}",-7.8001041,110.3676579,,100,taman budaya yogyakarta budaya taman budaya yogyakarta tby hanacaraka bahasa jawa taman budaya ngayogyakarta sarana wisata letak jalan sri wedani no 1 yogyakarta tby milik kompleks gedung fungsi bagai tempat pamer tunjuk bagai giat seni tby rupa unit laksana teknis dinas uptd dinas budaya provinsi daerah istimewa yogyakarta fungsi tby bagai pusat budaya masuk dalam kembang olah pusat dokumentasi etalase informasi seni budaya pariwisata
101,Kampung Wisata Sosro Menduran,"Kampung wisata Sosromenduran merupakan kampung wisata yang sangat unik karena berbasis multi culture, akomodasi dan belanja sekaligus berfungsi sebagai penyangga kawasan Objek Wisata Malioboro. Secara kewilayahan kampung wisata sosromenduran berada di Kelurahan Sosromenduran Kecamatan Gedongtengen. Letaknya sangat strategis karena berada disamping dikawasan Malioboro juga sangat dekat dengan Stasiun Kereta Api Tugu serta banyak terdapat fasilitas kepariwisataan baik hotel, homestay, warung dan restoran, travel, money changer, coffee, rental mobil, sepeda motor bahkan sepeda ontel dan yang sangat menarik di kampung wisata Sosromenduran juga terdapat banyak produsen souvenir kaos oblong yang juga banyak dijual di sepanjang jalan malioboro",Budaya,Yogyakarta,0,4.0,,"{'lat': -7.792189999999999, 'lng': 110.362151}",-7.79219,110.362151,,101,kampung wisata sosro mendur budaya kampung wisata sosromenduran rupa kampung wisata sangat unik bas multi culture akomodasi belanja sekaligus fungsi bagai sangga kawasan objek wisata malioboro cara wilayah kampung wisata sosromenduran lurah sosromenduran camat gedongtengen letak sangat strategis ada samping kawasan malioboro sangat dekat stasiun kereta api tugu banyak fasilitas pariwisata baik hotel homestay warung restoran travel money changer coffee rental mobil sepeda motor bahkan sepeda ontel sangat tarik kampung wisata sosromenduran dapat banyak produsen souvenir kaos oblong yang juga banyak jual di panjang jalan malioboro
102,Monumen Batik Yogyakarta,"Perhatian pemerintah megenai kebudayan batik ini sangat besar, hal ini dikarenakan kebudayaannya bersinggungan langsung dengan masyarakat Jawa. Memperingati Hari Batik Nasional pada hari ini, traveler bisa berjalan-jalan ke monumen batik yang ada di Jogja. Perhatian pemerintah megenai kebudayan batik ini sangat besar, hal ini dikarenakan kebudayaannya bersinggungan langsung dengan masyarakat Jawa. Memperingati Hari Batik Nasional pada hari ini, traveler bisa berjalan-jalan ke monumen batik yang ada di Jogja.",Budaya,Yogyakarta,40000,4.5,15.0,"{'lat': -7.8011159, 'lng': 110.3646172}",-7.8011159,110.3646172,,102,monumen batik yogyakarta budaya perhati perintah megenai kebudayan batik sangat besar budaya singgung langsung masyarakat jawa ingat hari batik nasional hari traveler jalan monumen batik ada jogja perhati perintah megenai kebudayan batik sangat besar ini budaya singgung langsung masyarakat jawa ingat hari batik nasional hari ini traveler jalan monumen batik ada jogja
103,Tugu Pal Putih Jogja,"Tugu Yogyakarta (Jawa: , Tugu Ngayogyakarta) adalah sebuah landmark bersejarah yang penting di kota Yogyakarta, Indonesia. Tugu berarti tugu, yang biasanya dibangun sebagai simbol suatu kawasan yang mengkonseptualisasikan ciri-ciri kawasan tersebut. Karena latar belakang sejarahnya, Tugu Yogyakarta telah menjadi ikon sejarah kota. Tugu Yogyakarta terletak tepat di tengah persimpangan antara Jalan Mangkubumi, Jalan Sudirman, Jalan A.M Sangaji, dan Jalan Dipenogoro kota.",Taman Hiburan,Yogyakarta,0,4.7,15.0,"{'lat': -7.782943699999998, 'lng': 110.3670548}",-7.7829437,110.3670548,,103,tugu pal putih jogja taman hibur tugu yogyakarta jawa tugu ngayogyakarta buah landmark sejarah penting kota yogyakarta indonesia tugu arti tugu biasa bangun bagai simbol suatu kawasan konseptualisasi ciri kawasan sebut latar belakang sejarah tugu yogyakarta jadi ikon sejarah kota tugu yogyakarta letak tepat tengah simpang jalan mangkubumi jalan sudirman jalan a m sangaji jalan dipenogoro kota
104,Tebing Breksi,"Tebing Breksi merupakan tempat wisata yang berada di wilayah Kabupaten Sleman. Lokasinya berada di sebelah selatan Candi Prambanan dan berdekatan dengan Candi Ijo serta Kompleks Keraton Boko. Lokasi Wisata Tebing Breksi tepatnya berada di Desa Sambirejo, Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572.",Budaya,Yogyakarta,20000,4.4,,"{'lat': -7.781571400000001, 'lng': 110.5045827}",-7.7815714,110.5045827,,104,tebing breksi budaya tebing breksi rupa tempat wisata wilayah kabupaten sleman lokasi di belah selatan candi prambanan dekat candi ijo kompleks keraton boko lokasi wisata tebing breksi tepat ada di desa sambirejo prambanan kabupaten sleman daerah istimewa yogyakarta 55572
